Automated__c,CASESAFE__c,Contract_Renewal__c,CreatedById,CreatedDate,DP_ASO__c,DP_Ext_War__c,DP_Prem_1Yr__c,DP_Prem_3Yr__c,DP_Prem_5Yr_Plus__c,DP_Prem_5Yr__c,Description,DisplayUrl,ExternalDataSourceId,External_Key__c,Family,Id,IsActive,IsArchived,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,MDS_304_3S_1YR__c,MDS_304_3S_3YR__c,MDS_304_3S_5YR__c,MDS_304_FSC_1YR__c,MDS_304_FSC_3YR__c,MDS_304_FSC_5YR__c,Manufacturer__c,Manufacturer_search__c,Mark_Up__c,Name,OL_Support_Premium__c,OL_Suppt_Stan__c,P_SUPPT_STAN__c,ProductCode,Product_Category__c,QuantityUnitOfMeasure,Quantity_is_term__c,StockKeepingUnit,Support__c,SystemModstamp,Term__c,WMS_Support__c,X1YR_OM_SO_WARRANTY__c,X2YR_OM_SO_WARRANTY__c,X3YR_OM_SO_WARRANTY__c
False,01t0Y000001TaS7QAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaS7QAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Weather (2 day forecast) - 99+ players - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaS8QAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaS8QAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Weather Pro (Up to 10 day forecast)- Standalone - Annual Licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaS9QAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaS9QAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Weather Pro (Up to 10 day forecast)-2-10 players- Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSAQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSAQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Weather Pro (Up to 10 day forecast)- 11-99 players - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSBQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSBQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Weather Pro - Supports up to 100 worldwide destinations for 1x player,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSCQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSCQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube status - Standalone - Annual Licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSDQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSDQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube status - 2-10 players- Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSEQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSEQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.6,Tube status - 11-99 players - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSFQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSFQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube status - 99+ players - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSGQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSGQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Timetable - Standalone - Annual Licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSHQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSHQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Timetable - 2-10 players- Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSIQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSIQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Timetable - 11-99 players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSJQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSJQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Timetable - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSKQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSKQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Stock & shares - Standalone - Annual Licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSLQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSLQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Stock & shares- 2-10 players- Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSMQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSMQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Stock & shares- 11-99 players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSNQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSNQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Stock & shares - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSOQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSOQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,National Rail departures - Standalone - Annual Licence - upto 3 stations,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSPQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSPQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,National Rail departures - 2-10 players- Annual licence - upto 3 stations,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSQQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSQQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,National Rail departures - 11-99 players - Annual licence - upto 3 stations,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSRQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSRQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,National Rail departures - 99+ players - Annual licence - upto 3 stations,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSSQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSSQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube Departures - Standalone - Annual Licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSTQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSTQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube Departures  - 2-10 players- Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSUQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSUQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube Departures  - 11-99 players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSVQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSVQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Tube Departures - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSWQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSWQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,London bus arrivals- Standalone - Annual Licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSXQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSXQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,London bus arrivals  - 2-10 players- Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSYQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSYQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,London bus arrivals  - 11-99 players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSZQA0,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSZQA0,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,London bus arrivals - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSaQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSaQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Canteen menu - Standalone - Annual Licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSbQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSbQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Canteen menu  - 2-10 players- Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaScQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaScQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Canteen menu - 11-99 players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSdQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSdQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Canteen menu - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSeQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSeQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Worldwide flight departures- 99+ players - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSfQAK,,005N1000006UI0rIAG,,,,,,,,,,,,Annual cost licences,01t0Y000001TaSfQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Worldwide flight departures - Additional Airport - Annual licence,,,,,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSgQAK,,005N1000006UI0rIAG,,,,,,,,,,,,One off cost licences,01t0Y000001TaSgQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Traffic - 99+ players - Annual licence,,,,4320,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSiQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSiQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Support,,,,4450,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSjQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSjQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Annual Support: Level 1 - 4hrs/month,,,,4450,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSkQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSkQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Annual Support: Level 2 - 8hrs/month,,,,4450,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSlQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSlQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Annual Support: Level 3 - 16hrs/month,,,,4450,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSmQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSmQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Annual Support: Level 4 - 32hrs/month,,,,4450,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSnQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSnQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Commissioning - Remote,,,,4550,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSoQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSoQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Training - onsite,,,,4500,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSpQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSpQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Training - up to six people - 1x Day,,,,4500,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSqQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSqQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Training - up to six people - 1/2x Day,,,,4500,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSrQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSrQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Remote access setup charge (per App) -  Standalone - one off cost,,,,4550,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSsQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSsQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Remote access setup charge (per App)  - 2-10 players- one off cost,,,,4550,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaStQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaStQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Remote access setup charge (per App) - 11-99 players - one off cost,,,,4550,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t0Y000001TaSuQAK,,005N1000006UI0rIAG,,,,,,,,,,,,"Consultancy, Comissioning, Training & Support",01t0Y000001TaSuQAK,False,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,,,20.0,Remote access setup charge (per App)- 99+ players -one off cost,,,,4550,,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iPAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 250 players,,,CMS-PA-250,,01t3z00000CV5iPAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-PA-250,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,YES,YES,YES
False,01t3z00000CV5iQAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 250 players - Extended Warranty (EXW) Years 3 & 4,,,CMS-PA-250-EXW,,01t3z00000CV5iQAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,ONELAN,ONELAN,,CMS-PA-250-EXW,,,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iRAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 100 players,,,CMS-PA-100,,01t3z00000CV5iRAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-PA-100,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,YES,YES,YES
False,01t3z00000CV5iSAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 100 players - Extended Warranty (EXW) Years 3 & 4,,,CMS-PA-100-EXW,,01t3z00000CV5iSAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,ONELAN,ONELAN,,CMS-PA-100-EXW,,,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iTAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 50 players,,,CMS-PA-50,,01t3z00000CV5iTAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-PA-50,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,YES,YES,YES
False,01t3z00000CV5iUAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 50 players - Extended Warranty (EXW) Years 3 & 4,,,CMS-PA-50-EXW,,01t3z00000CV5iUAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,ONELAN,ONELAN,,CMS-PA-50-EXW,,,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iVAAT,,005N1000006UI0rIAG,,,,,,,,CMS Physical Appliance supporting up to 25 players,,,CMS-PA-25,,01t3z00000CV5iVAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-PA-25,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,YES,YES,YES
False,01t3z00000CV5iXAAT,,005N1000006UI0rIAG,,,,,,,,CMS Lite supporting up to 25 players and 1 concurrent user,,,CMS-LITE-25,,01t3z00000CV5iXAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-LITE-25,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,YES,YES,YES
False,01t3z00000CV5iYAAT,,005N1000006UI0rIAG,,,,,,,,CMS Lite supporting up to 25 players and 1 concurrent user - Extended Warranty (EXW) Years 3 & 4,,,CMS-LITE-25-EXW,,01t3z00000CV5iYAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,,,,,,,ONELAN,ONELAN,,CMS-LITE-25-EXW,,,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iZAAT,,005N1000006UI0rIAG,,,,,,,,CMS - Virtual Appliance supporting up to 2000 players,,,CMS-VM-2000,,01t3z00000CV5iZAAT,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-VM-2000,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
False,01t3z00000CV5iaAAD,,005N1000006UI0rIAG,,,,,,,,CMS - Virtual Appliance supporting up to 1500 players,,,CMS-VM-1500,,01t3z00000CV5iaAAD,True,FALSE,FALSE,005N1000006UI0rIAG,,,,YES,YES,,,,,ONELAN,ONELAN,,CMS-VM-1500,Yes,Yes,,,CMS Server,,False,,,2025-09-09T15:26:29.000Z,,,,,
