Pricebook.Id	Pricebook.Name	Entry.Id	Entry.Pricebook2Id	Entry.Product2Id	Entry.UnitPrice	Entry.IsActive	Entry.UseStandardPrice	Entry.CreatedDate	Entry.LastModifiedDate	Product.Id	Product.Name	Product.ProductCode	Product.Family	Product.IsActive	Product.Description	Entry.X1_years_apps_discount__c	Entry.Mark_Up__c	Entry.Tripleplay_discount__c	Entry.Onemedia_discount__c	Entry.Trade_discount__c	Entry.Tripleplay_Unit_Price__c	Entry.Trade_Unit_Price__c	Entry.Onemedia_unit_cost__c	Product.Manufacturer_search__c	Product.Manufacturer__c	Product.Product_Category__c	Product.Mark_Up__c	Product.Contract_Renewal__c	Product.OL_Suppt_Stan__c	Product.OL_Support_Premium__c	Product.WMS_Support__c	Product.DP_ASO__c	Product.DP_Ext_War__c	Product.DP_Prem_1Yr__c	Product.DP_Prem_3Yr__c	Product.DP_Prem_5Yr__c	Product.DP_Prem_5Yr_Plus__c	Product.Support__c	Product.CASESAFE__c	Product.External_Key__c	Product.MDS_304_3S_1YR__c	Product.MDS_304_3S_3YR__c	Product.MDS_304_3S_5YR__c	Product.MDS_304_FSC_1YR__c	Product.MDS_304_FSC_3YR__c	Product.MDS_304_FSC_5YR__c	Product.Automated__c	Product.X1YR_OM_SO_WARRANTY__c	Product.X3YR_OM_SO_WARRANTY__c	Product.Term__c	Product.P_SUPPT_STAN__c	Product.X2YR_OM_SO_WARRANTY__c	Product.Quantity_is_term__c
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyVQAU	01s0Y000002Z6laQAC	01t0Y000001TaRzQAK	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaRzQAK	Social media - Basic - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaRzQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyWQAU	01s0Y000002Z6laQAC	01t0Y000001TaS0QAK	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaS0QAK	Social media - Premium - Standalone	4320	Annual cost licences	False													20.0												01t0Y000001TaS0QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyXQAU	01s0Y000002Z6laQAC	01t0Y000001TaS1QAK	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaS1QAK	Social media - Premium - 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaS1QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyYQAU	01s0Y000002Z6laQAC	01t0Y000001TaS2QAK	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaS2QAK	Social media - Premium - 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaS2QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyZQAU	01s0Y000002Z6laQAC	01t0Y000001TaS3QAK	2400.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaS3QAK	Social media - Premium - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaS3QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyaQAE	01s0Y000002Z6laQAC	01t0Y000001TaS4QAK	50.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS4QAK	Weather (2 day forecast) - Standalone - Annual Licence	4320	Annual cost licences	False													20.0												01t0Y000001TaS4QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZybQAE	01s0Y000002Z6laQAC	01t0Y000001TaS5QAK	100.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS5QAK	Weather (2 day forecast) -2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaS5QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZycQAE	01s0Y000002Z6laQAC	01t0Y000001TaS6QAK	200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS6QAK	Weather (2 day forecast)  - 11-99 players - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaS6QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZydQAE	01s0Y000002Z6laQAC	01t0Y000001TaS7QAK	400.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS7QAK	Weather (2 day forecast) - 99+ players - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaS7QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyeQAE	01s0Y000002Z6laQAC	01t0Y000001TaS8QAK	75.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS8QAK	Weather Pro (Up to 10 day forecast)- Standalone - Annual Licence		Annual cost licences	False													20.0												01t0Y000001TaS8QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyfQAE	01s0Y000002Z6laQAC	01t0Y000001TaS9QAK	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaS9QAK	Weather Pro (Up to 10 day forecast)-2-10 players- Annual licence		Annual cost licences	False													20.0												01t0Y000001TaS9QAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZygQAE	01s0Y000002Z6laQAC	01t0Y000001TaSAQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSAQA0	Weather Pro (Up to 10 day forecast)- 11-99 players - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaSAQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyhQAE	01s0Y000002Z6laQAC	01t0Y000001TaSBQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSBQA0	Weather Pro - Supports up to 100 worldwide destinations for 1x player		Annual cost licences	False													20.0												01t0Y000001TaSBQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyiQAE	01s0Y000002Z6laQAC	01t0Y000001TaSCQA0	75.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSCQA0	Tube status - Standalone - Annual Licence		Annual cost licences	False													20.0												01t0Y000001TaSCQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyjQAE	01s0Y000002Z6laQAC	01t0Y000001TaSDQA0	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSDQA0	Tube status - 2-10 players- Annual licence		Annual cost licences	False													20.0												01t0Y000001TaSDQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZykQAE	01s0Y000002Z6laQAC	01t0Y000001TaSEQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSEQA0	Tube status - 11-99 players - Annual licence		Annual cost licences	False													20.6												01t0Y000001TaSEQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZylQAE	01s0Y000002Z6laQAC	01t0Y000001TaSFQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSFQA0	Tube status - 99+ players - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaSFQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZymQAE	01s0Y000002Z6laQAC	01t0Y000001TaSGQA0	75.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSGQA0	Timetable - Standalone - Annual Licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSGQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZynQAE	01s0Y000002Z6laQAC	01t0Y000001TaSHQA0	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSHQA0	Timetable - 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSHQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyoQAE	01s0Y000002Z6laQAC	01t0Y000001TaSIQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSIQA0	Timetable - 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSIQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZypQAE	01s0Y000002Z6laQAC	01t0Y000001TaSJQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSJQA0	Timetable - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSJQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyqQAE	01s0Y000002Z6laQAC	01t0Y000001TaSKQA0	175.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSKQA0	Stock & shares - Standalone - Annual Licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSKQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyrQAE	01s0Y000002Z6laQAC	01t0Y000001TaSLQA0	350.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSLQA0	Stock & shares- 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSLQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZysQAE	01s0Y000002Z6laQAC	01t0Y000001TaSMQA0	700.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSMQA0	Stock & shares- 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSMQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZytQAE	01s0Y000002Z6laQAC	01t0Y000001TaSNQA0	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSNQA0	Stock & shares - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSNQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyuQAE	01s0Y000002Z6laQAC	01t0Y000001TaSOQA0	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSOQA0	National Rail departures - Standalone - Annual Licence - upto 3 stations	4320	Annual cost licences	False													20.0												01t0Y000001TaSOQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyvQAE	01s0Y000002Z6laQAC	01t0Y000001TaSPQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSPQA0	National Rail departures - 2-10 players- Annual licence - upto 3 stations	4320	Annual cost licences	False													20.0												01t0Y000001TaSPQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZywQAE	01s0Y000002Z6laQAC	01t0Y000001TaSQQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSQQA0	National Rail departures - 11-99 players - Annual licence - upto 3 stations	4320	Annual cost licences	False													20.0												01t0Y000001TaSQQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyxQAE	01s0Y000002Z6laQAC	01t0Y000001TaSRQA0	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSRQA0	National Rail departures - 99+ players - Annual licence - upto 3 stations	4320	Annual cost licences	False													20.0												01t0Y000001TaSRQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyyQAE	01s0Y000002Z6laQAC	01t0Y000001TaSSQA0	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSSQA0	Tube Departures - Standalone - Annual Licence		Annual cost licences	False													20.0												01t0Y000001TaSSQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZyzQAE	01s0Y000002Z6laQAC	01t0Y000001TaSTQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSTQA0	Tube Departures  - 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSTQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz0QAE	01s0Y000002Z6laQAC	01t0Y000001TaSUQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSUQA0	Tube Departures  - 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSUQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz1QAE	01s0Y000002Z6laQAC	01t0Y000001TaSVQA0	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSVQA0	Tube Departures - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSVQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz2QAE	01s0Y000002Z6laQAC	01t0Y000001TaSWQA0	150.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSWQA0	London bus arrivals- Standalone - Annual Licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSWQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz3QAE	01s0Y000002Z6laQAC	01t0Y000001TaSXQA0	300.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSXQA0	London bus arrivals  - 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSXQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz4QAE	01s0Y000002Z6laQAC	01t0Y000001TaSYQA0	600.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSYQA0	London bus arrivals  - 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSYQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz5QAE	01s0Y000002Z6laQAC	01t0Y000001TaSZQA0	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSZQA0	London bus arrivals - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSZQA0								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz6QAE	01s0Y000002Z6laQAC	01t0Y000001TaSaQAK	175.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSaQAK	Canteen menu - Standalone - Annual Licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSaQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz7QAE	01s0Y000002Z6laQAC	01t0Y000001TaSbQAK	350.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSbQAK	Canteen menu  - 2-10 players- Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSbQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz8QAE	01s0Y000002Z6laQAC	01t0Y000001TaScQAK	700.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaScQAK	Canteen menu - 11-99 players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaScQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZz9QAE	01s0Y000002Z6laQAC	01t0Y000001TaSdQAK	1200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSdQAK	Canteen menu - 99+ players - Annual licence	4320	Annual cost licences	False													20.0												01t0Y000001TaSdQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzAQAU	01s0Y000002Z6laQAC	01t0Y000001TaSeQAK	1260.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSeQAK	Worldwide flight departures- 99+ players - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaSeQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzBQAU	01s0Y000002Z6laQAC	01t0Y000001TaSfQAK	200.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSfQAK	Worldwide flight departures - Additional Airport - Annual licence		Annual cost licences	False													20.0												01t0Y000001TaSfQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzCQAU	01s0Y000002Z6laQAC	01t0Y000001TaSgQAK	1260.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSgQAK	Traffic - 99+ players - Annual licence	4320	One off cost licences	False													20.0												01t0Y000001TaSgQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzEQAU	01s0Y000002Z6laQAC	01t0Y000001TaSiQAK	100.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSiQAK	Support	4450	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSiQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzFQAU	01s0Y000002Z6laQAC	01t0Y000001TaSjQAK	4320.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSjQAK	Annual Support: Level 1 - 4hrs/month	4450	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSjQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzGQAU	01s0Y000002Z6laQAC	01t0Y000001TaSkQAK	8640.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSkQAK	Annual Support: Level 2 - 8hrs/month	4450	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSkQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzHQAU	01s0Y000002Z6laQAC	01t0Y000001TaSlQAK	17280.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSlQAK	Annual Support: Level 3 - 16hrs/month	4450	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSlQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzIQAU	01s0Y000002Z6laQAC	01t0Y000001TaSmQAK	34560.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSmQAK	Annual Support: Level 4 - 32hrs/month	4450	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSmQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzJQAU	01s0Y000002Z6laQAC	01t0Y000001TaSnQAK	100.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSnQAK	Commissioning - Remote	4550	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSnQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzKQAU	01s0Y000002Z6laQAC	01t0Y000001TaSoQAK	800.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSoQAK	Training - onsite	4500	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSoQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzLQAU	01s0Y000002Z6laQAC	01t0Y000001TaSpQAK	800.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:29.000+0000	01t0Y000001TaSpQAK	Training - up to six people - 1x Day	4500	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSpQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzMQAU	01s0Y000002Z6laQAC	01t0Y000001TaSqQAK	600.0	False	False	2017-03-16T10:45:10.000+0000	2017-04-24T14:25:32.000+0000	01t0Y000001TaSqQAK	Training - up to six people - 1/2x Day	4500	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSqQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzNQAU	01s0Y000002Z6laQAC	01t0Y000001TaSrQAK	33.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSrQAK	Remote access setup charge (per App) -  Standalone - one off cost	4550	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSrQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzOQAU	01s0Y000002Z6laQAC	01t0Y000001TaSsQAK	66.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSsQAK	Remote access setup charge (per App)  - 2-10 players- one off cost	4550	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSsQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzPQAU	01s0Y000002Z6laQAC	01t0Y000001TaStQAK	99.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaStQAK	Remote access setup charge (per App) - 11-99 players - one off cost	4550	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaStQAK								False						False
01s0Y000002Z6laQAC	Standard Price Book	01u0Y000001dZzQQAU	01s0Y000002Z6laQAC	01t0Y000001TaSuQAK	132.0	False	False	2017-03-16T10:45:10.000+0000	2022-09-30T09:59:19.000+0000	01t0Y000001TaSuQAK	Remote access setup charge (per App)- 99+ players -one off cost	4550	Consultancy, Comissioning, Training & Support	False													20.0												01t0Y000001TaSuQAK								False						False
